,Actual,Predicted,Actual_Return,Predicted_Return,Concordance
0,4.389999866485596,4.698431015014648,,,False
1,4.260000228881836,4.723817825317383,-0.029612674614459822,0.005403252750036502,False
2,4.21999979019165,4.700360298156738,-0.009389773835924098,-0.004965798434250268,True
3,4.110000133514404,4.704676151275635,-0.02606627065075051,0.0009181962328694837,False
4,4.150000095367432,4.624322891235352,0.009732350499663811,-0.01707944552538354,False
5,3.75,4.582924842834473,-0.0963855629338285,-0.008952240008876178,True
6,3.430000066757202,4.753814220428467,-0.08533331553141277,0.03728827843668103,False
7,3.4000000953674316,4.714988708496094,-0.008746347173728575,-0.008167233747908953,True
8,3.2899999618530273,4.579923152923584,-0.032352979537936366,-0.02864599767315046,True
9,3.180000066757202,4.4856858253479,-0.03343461895782818,-0.020576180959614443,True
10,3.259999990463257,4.572292804718018,0.025157208184474866,0.01930741089371768,True
11,3.259999990463257,4.683661937713623,0.0,0.024357393052493626,False
12,3.309999942779541,4.508606433868408,0.015337408730844437,-0.03737577693975713,False
13,3.619999885559082,4.2396416664123535,0.09365557345575715,-0.05965585406515106,False
14,3.5199999809265137,3.862630605697632,-0.027624283920971493,-0.08892521830359168,True
15,3.5199999809265137,3.908353805541992,0.0,0.011837321378056709,False
16,3.4600000381469727,3.849895477294922,-0.017045438382004785,-0.014957276427783328,True
17,3.640000104904175,3.7472076416015625,0.05202314010771003,-0.02667288925088207,False
18,3.7100000381469727,3.779759645462036,0.01923075033665156,0.00868700295630287,True
19,3.819999933242798,3.9566447734832764,0.029649567106410757,0.046797983102869534,True
20,3.809999942779541,3.8476457595825195,-0.002617798596338705,-0.027548344655868195,True
21,4.079999923706055,4.036208629608154,0.07086613779042161,0.04900733638381882,True
22,4.159999847412109,4.026186466217041,0.01960782480441492,-0.0024830637637495157,False
23,4.119999885559082,3.9680745601654053,-0.0096153757981291,-0.014433486014431174,True
24,4.170000076293945,4.120862007141113,0.01213596896206659,0.03850417744401935,True
25,4.260000228881836,4.070503234863281,0.021582770009893615,-0.012220446156790632,False
26,4.269999980926514,3.9550466537475586,0.0023473595087817323,-0.028364203257929765,False
27,4.199999809265137,3.8855597972869873,-0.016393482897905765,-0.017569162273908923,True
28,4.21999979019165,3.9063353538513184,0.004761900436850874,0.005346863167267957,True
29,4.369999885559082,3.9639370441436768,0.035545048062815,0.0147457105124289,True
30,4.21999979019165,3.884117841720581,-0.0343249655138701,-0.020136344632672887,True
31,4.25,3.765977382659912,0.0071090548104002504,-0.03041629113094446,False
32,4.489999771118164,3.8018295764923096,0.056470534380744564,0.009520023672334066,True
33,4.579999923706055,4.042791843414307,0.020044578435574723,0.06338060717185456,True
34,4.460000038146973,4.110228061676025,-0.02620084881180096,0.01668060609441757,False
35,4.409999847412109,4.234974384307861,-0.01121080500161542,0.030350219199507977,False
36,4.440000057220459,4.240594863891602,0.006802768899403677,0.0013271578700844167,True
37,4.369999885559082,4.24387788772583,-0.015765804225056357,0.0007741894568102925,False
38,4.21999979019165,4.183100700378418,-0.0343249655138701,-0.014321144235368344,True
39,4.110000133514404,4.085609436035156,-0.02606627065075051,-0.02330598073683532,True
40,4.179999828338623,4.128515720367432,0.017031555365026874,0.010501807626015713,True
41,4.239999771118164,4.2364115715026855,0.014354053886023399,0.026134295820399833,True
42,4.369999885559082,4.352499961853027,0.03066040600436981,0.02740252885985872,True
43,4.260000228881836,4.3087615966796875,-0.02517154680958833,-0.010049021380052703,True
44,4.150000095367432,4.255958080291748,-0.02582162619819317,-0.01225491715035465,True
45,3.9000000953674316,4.334658622741699,-0.06024096247107813,0.018491850945241417,False
46,3.869999885559082,4.594156265258789,-0.007692361301217643,0.05986576224379947,False
47,3.859999895095825,4.648850917816162,-0.002583976940302213,0.011905266037852469,False
48,3.799999952316284,4.69498872756958,-0.015544027049267939,0.009924562127084036,False
49,3.880000114440918,4.782965183258057,0.021052674507501035,0.018738374209903208,True
50,3.880000114440918,4.735171318054199,0.0,-0.009992517898970155,False
51,3.8299999237060547,4.6650872230529785,-0.01288664671652151,-0.014800751713883065,True
52,3.950000047683716,4.741321086883545,0.031331625683570286,0.01634135873255471,True
53,4.119999885559082,4.650903224945068,0.043037933119786764,-0.019070183242516525,False
54,3.990000009536743,4.580978870391846,-0.031553368843042606,-0.015034575258023875,True
55,3.5,4.365772724151611,-0.12280701964049223,-0.04697820101969297,True
56,3.619999885559082,4.382716655731201,0.03428568158830925,0.0038810842089547215,True
57,3.6600000858306885,4.303837776184082,0.011049779429876505,-0.017997713688374217,False
58,3.5899999141693115,4.242761611938477,-0.019125729513607248,-0.014191093489531403,True
59,3.5799999237060547,4.181066036224365,-0.002785512730456685,-0.014541372190346347,True
60,3.7200000286102295,4.306846618652344,0.03910617538763672,0.030083376186414545,True
61,3.700000047683716,4.064995765686035,-0.005376338917391199,-0.0561549723918392,True
